Are you self-employed?,How many employees?,Is employer primarily a tech company?,Are mental health benefits provided as part of healthcare?,Do employer provide resources related to mental health concerns?,What reason would you provide for asking a leave for mental health issue? ,Does discussion with employer about mental health issues have negative consequence?,Does discussion with employer about physical health issues have negative consequence?,Feel comfortable discussing mental health issues with co-worker?,Feel comfortable discussing mental health issues with direct supervisor?,Aware of local/online resources to seek help for mental health issue?,Is the productivity affected by mental health issue?,What percentage of time is affected by mental health issue?,Do you currently have a mental health disorder?,What condition(s) of mental health issue have you been diagnosed with?,Have you sought help from professional for mental health issue?,Do you feel mental health issue interferes with work when being treated?,Do you feel mental health issue interferes with work when not being treated?,What is your age?,What is your gender?,What country do you live in?,Do you work remotely?,Is your primary role within your company related to tech/IT?,Do you know options for mental health care under employer-provided coverage?  ,Has your employer ever formally discussed mental health?,Is anonymity protected for treatment of mental health issues under employer benefits?,Do employer treat mental health and physical health equally?,Do you have private/state medical coverage for treatment of mental health issues?,Does being identified as a person with mental health issue would hurt your career?,Do you have a family history of mental illness?
0,26-100,1.0,I don't know,Yes,Very easy,Maybe,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,27,Male,United States of America,Always,,I am not sure,No,I don't know,Yes,,Maybe,No
0,26-100,1.0,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,45,Male,United States of America,Always,,No,No,I don't know,I don't know,,"Yes, I think it would",No
0,26-100,1.0,I don't know,No,Very easy,Maybe,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,29,Male,United States of America,Sometimes,,No,No,Yes,I don't know,,Maybe,Yes
0,26-100,1.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,47,Female,United States of America,Sometimes,,No,No,Yes,Yes,,"No, I don't think it would",No
0,100-500,1.0,I don't know,No,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,33,Male,United States of America,Always,,No,No,Yes,Yes,,"No, I don't think it would",No
0,26-100,1.0,I don't know,I don't know,I don't know,Maybe,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,32,Male,United States of America,Always,,No,No,Yes,I don't know,,"Yes, I think it would",No
0,26-100,1.0,I don't know,No,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,29,Male,United States of America,Sometimes,,No,No,I don't know,Yes,,Maybe,No
0,26-100,1.0,Yes,No,Somewhat easy,No,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,36,Male,United States of America,Sometimes,,I am not sure,No,Yes,I don't know,,"No, I don't think it would",Yes
0,6-25,1.0,I don't know,No,Somewhat difficult,Yes,No,No,No,,,,No,,0,Not applicable to me,Not applicable to me,35,Female,United States of America,Never,,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",I don't know
0,26-100,1.0,Yes,I don't know,Very easy,Maybe,No,Maybe,Yes,,,,No,,0,Rarely,Sometimes,40,Male,United States of America,Always,,No,No,I don't know,Yes,,Maybe,Yes
0,26-100,1.0,Yes,No,Very difficult,Maybe,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder",1,Often,Often,36,Male,United States of America,Always,,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,More than 1000,0.0,I don't know,Yes,I don't know,Yes,Maybe,No,No,,,,No,,1,Not applicable to me,Not applicable to me,39,Female,United States of America,Sometimes,1.0,No,I don't know,I don't know,I don't know,,"Yes, I think it would",I don't know
0,26-100,1.0,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,,,,Maybe,,0,Never,Rarely,38,Male,United States of America,Always,,No,I don't know,Yes,Yes,,Maybe,No
0,1-5,1.0,I don't know,I don't know,Very easy,No,No,Yes,Yes,,,,Maybe,,1,Rarely,Sometimes,23,Male,United States of America,Sometimes,,I am not sure,Yes,Yes,Yes,,Maybe,I don't know
0,500-1000,0.0,No,No,Neither easy nor difficult,Yes,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,29,Male,United States of America,Sometimes,1.0,No,No,No,I don't know,,"Yes, I think it would",Yes
0,100-500,1.0,I don't know,I don't know,Very easy,No,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,38,Male,United States of America,Always,,No,No,I don't know,Yes,,"No, I don't think it would",No
0,More than 1000,0.0,Yes,I don't know,Very difficult,Maybe,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,34,Female,United States of America,Sometimes,1.0,Yes,No,I don't know,No,,"Yes, I think it would",Yes
0,More than 1000,1.0,No,No,Very easy,Maybe,Maybe,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Sometimes,Sometimes,28,Male,Brazil,Never,,I am not sure,No,I don't know,No,,"Yes, I think it would",Yes
0,6-25,1.0,No,No,Very easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Often,Often,38,Male,New Zealand,Sometimes,,,No,Yes,Yes,,"Yes, it has",Yes
0,26-100,1.0,Yes,Yes,Very difficult,Yes,Maybe,No,No,,,,Maybe,,1,Not applicable to me,Sometimes,25,Female,United States of America,Never,,Yes,Yes,Yes,No,,"Yes, I think it would",I don't know
0,More than 1000,0.0,Yes,Yes,Somewhat easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Sometimes,36,Female,United States of America,Sometimes,1.0,Yes,Yes,Yes,Yes,,"No, I don't think it would",Yes
0,More than 1000,1.0,Not eligible for coverage,I don't know,Very difficult,Yes,Yes,No,No,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,Sometimes,Sometimes,57,Female,United States of America,Sometimes,,I am not sure,No,I don't know,No,,"Yes, I think it would",Yes
0,More than 1000,0.0,I don't know,No,Very difficult,Maybe,No,No,No,,,,No,,1,Never,Sometimes,46,Male,Ireland,Sometimes,1.0,No,No,I don't know,No,,"Yes, I think it would",Yes
0,More than 1000,1.0,Yes,Yes,Very difficult,Yes,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,49,Male,United States of America,Never,,Yes,No,I don't know,No,,"Yes, I think it would",Yes
0,More than 1000,1.0,I don't know,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,,,,No,,1,Sometimes,Sometimes,34,Male,United States of America,Never,,No,No,Yes,No,,"Yes, I think it would",No
0,26-100,1.0,I don't know,No,Very easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,43,Male,United Kingdom,Sometimes,,No,No,Yes,Yes,,Maybe,No
1,,,,,,,,,,"No, I don't know any",Yes,76-100%,Yes,"Psychotic Disorder (Schizophrenia, Schizoaffective, etc)",0,Often,Often,35,Male,Ireland,Sometimes,,,,,,1.0,"No, I don't think it would",No
1,,,,,,,,,,I know some,Not applicable to me,,No,,1,Not applicable to me,Not applicable to me,32,Male,United States of America,Always,,,,,,0.0,"Yes, I think it would",No
0,More than 1000,0.0,Not eligible for coverage,No,Very easy,No,No,No,No,,,,Yes,"Transgender|Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Often,24,Male,Sweden,Sometimes,1.0,,Yes,I don't know,Yes,,"No, I don't think it would",I don't know
0,More than 1000,0.0,Yes,No,Very difficult,Maybe,Maybe,Maybe,Maybe,,,,Yes,Post-traumatic Stress Disorder,1,Never,Sometimes,33,Male,United States of America,Sometimes,1.0,Yes,No,I don't know,No,,Maybe,Yes
0,1-5,1.0,I don't know,No,Somewhat easy,No,No,Yes,Yes,,,,Maybe,,0,Never,Rarely,28,Male,Finland,Never,,No,No,Yes,Yes,,"No, I don't think it would",Yes
0,More than 1000,1.0,Yes,Yes,Somewhat easy,Maybe,Maybe,Maybe,Yes,,,,Maybe,,0,Rarely,Often,48,Male,Germany,Sometimes,,I am not sure,No,Yes,I don't know,,"Yes, I think it would",Yes
0,26-100,1.0,Yes,No,Very difficult,Yes,Yes,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,33,Female,United States of America,Always,,Yes,No,I don't know,Yes,,Maybe,I don't know
0,100-500,1.0,Not eligible for coverage,I don't know,Very easy,No,No,No,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,40,Male,Italy,Never,,,I don't know,I don't know,Yes,,"Yes, I think it would",No
1,,,,,,,,,,"Yes, I know several",Yes,51-75%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)|Attention Deficit Hyperactivity Disorder|Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Obsessive-Compulsive Disorder|Post-traumatic Stress Disorder|Stress Response Syndromes",1,Sometimes,Often,22,Male,United States of America,Sometimes,,,,,,1.0,"Yes, I think it would",Yes
0,100-500,1.0,No,No,Somewhat difficult,Yes,Maybe,No,No,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,22,Female,United States of America,Never,,No,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,100-500,1.0,Yes,Yes,Somewhat easy,Maybe,No,Maybe,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Often,23,Female,United States of America,Sometimes,,Yes,Yes,Yes,I don't know,,"Yes, I think it would",I don't know
0,More than 1000,0.0,No,No,Somewhat easy,No,No,Yes,Maybe,,,,No,,1,Rarely,Often,33,Male,Germany,Never,1.0,,No,I don't know,Yes,,"No, I don't think it would",Yes
0,6-25,1.0,I don't know,No,Very difficult,Yes,No,Maybe,No,,,,Maybe,,1,Sometimes,Sometimes,29,Male,Netherlands,Never,,I am not sure,No,No,No,,"Yes, I think it would",I don't know
0,More than 1000,1.0,Yes,I don't know,Neither easy nor difficult,No,No,Yes,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,32,Male,United States of America,Always,,No,No,I don't know,No,,"No, it has not",No
0,26-100,1.0,Yes,No,Somewhat difficult,Yes,No,No,No,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,43,Male,United States of America,Sometimes,,Yes,No,I don't know,No,,"Yes, I think it would",Yes
0,More than 1000,0.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,49,Male,United States of America,Sometimes,1.0,No,Yes,I don't know,Yes,,Maybe,Yes
0,More than 1000,0.0,No,No,Very easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,44,Male,Italy,Always,1.0,No,No,I don't know,I don't know,,Maybe,No
1,,,,,,,,,,"No, I don't know any",Yes,1-25%,Yes,Attention Deficit Hyperactivity Disorder,1,Sometimes,Often,29,Male,United States of America,Always,,,,,,1.0,Maybe,Yes
0,26-100,1.0,No,No,Somewhat difficult,Yes,Maybe,No,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,27,Male,Canada,Never,,No,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,6-25,0.0,I don't know,No,Very difficult,Yes,No,Maybe,Maybe,,,,Maybe,,0,Not applicable to me,Sometimes,30,Male,United States of America,Never,1.0,I am not sure,No,I don't know,No,,"Yes, I think it would",No
0,1-5,1.0,No,No,Very difficult,No,Maybe,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,43,Female,United States of America,Sometimes,,,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,26-100,1.0,Yes,No,I don't know,Maybe,No,No,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Often,30,Female,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,"Yes, I think it would",No
0,26-100,0.0,Yes,Yes,Somewhat difficult,Maybe,Maybe,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder",1,Rarely,Sometimes,33,Female,United States of America,Sometimes,1.0,No,No,I don't know,I don't know,,Maybe,Yes
1,,,,,,,,,,I know some,Yes,1-25%,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Sometimes,Often,27,Female,United States of America,Sometimes,,,,,,1.0,"Yes, I think it would",Yes
0,6-25,1.0,I don't know,No,Somewhat difficult,Yes,Yes,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,26,Female,United States of America,Never,,No,Yes,Yes,No,,"Yes, I think it would",Yes
0,100-500,0.0,I don't know,Yes,Somewhat difficult,Yes,Maybe,No,Yes,,,,No,,1,Rarely,Often,47,Male,Ireland,Sometimes,1.0,Yes,Yes,I don't know,Yes,,"Yes, I think it would",Yes
0,6-25,1.0,I don't know,I don't know,Neither easy nor difficult,Maybe,No,No,No,,,,Yes,Obsessive-Compulsive Disorder,0,Not applicable to me,Sometimes,30,Male,United States of America,Never,,I am not sure,No,I don't know,No,,"No, I don't think it would",I don't know
0,6-25,1.0,I don't know,I don't know,Somewhat difficult,Maybe,No,No,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,39,Male,United States of America,Never,,No,No,I don't know,I don't know,,Maybe,Yes
0,100-500,1.0,I don't know,No,Somewhat easy,Maybe,Maybe,Maybe,No,,,,Maybe,,0,Not applicable to me,Sometimes,36,Male,United States of America,Never,,I am not sure,No,I don't know,No,,"Yes, I think it would",No
0,6-25,1.0,No,No,Very easy,No,No,Maybe,Maybe,,,,No,,1,Not applicable to me,Not applicable to me,34,Male,United Kingdom,Always,,No,No,I don't know,Yes,,"No, I don't think it would",Yes
0,26-100,1.0,Yes,I don't know,Very difficult,Maybe,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Sometimes,Often,25,Female,United States of America,Never,,No,No,I don't know,I don't know,,Maybe,Yes
0,26-100,0.0,I don't know,Yes,Somewhat difficult,Maybe,No,Maybe,No,,,,No,,0,Not applicable to me,Not applicable to me,28,Male,Finland,Sometimes,1.0,No,Yes,I don't know,Yes,,Maybe,Yes
0,More than 1000,1.0,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,Rarely,Often,38,Male,United States of America,Sometimes,,Yes,I don't know,No,Yes,,Maybe,Yes
0,100-500,1.0,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,39,Male,United States of America,Always,,No,No,Yes,Yes,,"No, I don't think it would",No
0,6-25,0.0,I don't know,No,Somewhat difficult,Maybe,No,Maybe,Maybe,,,,Maybe,,0,Not applicable to me,Sometimes,32,Male,United States of America,Never,0.0,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",I don't know
0,26-100,0.0,I don't know,I don't know,Somewhat difficult,Maybe,No,No,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Often,27,Female,United States of America,Never,1.0,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,500-1000,1.0,Yes,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)",1,Sometimes,Sometimes,31,Female,United States of America,Sometimes,,Yes,I don't know,I don't know,I don't know,,"Yes, it has",Yes
0,26-100,1.0,I don't know,No,Neither easy nor difficult,No,No,No,No,,,,Maybe,,0,Not applicable to me,Sometimes,30,Female,United Kingdom,Never,,No,No,I don't know,No,,"Yes, I think it would",No
1,,,,,,,,,,I know some,Not applicable to me,,No,,0,Not applicable to me,Not applicable to me,34,Male,United Kingdom,Sometimes,,,,,,0.0,Maybe,I don't know
0,26-100,1.0,I don't know,I don't know,I don't know,Maybe,No,No,Maybe,,,,Maybe,,0,Not applicable to me,Often,26,Male,United States of America,Always,,No,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,100-500,1.0,Yes,Yes,Somewhat easy,Maybe,Maybe,Maybe,No,,,,No,,1,Rarely,Sometimes,27,Female,United Kingdom,Always,,I am not sure,I don't know,No,I don't know,,"Yes, it has",No
0,26-100,1.0,I don't know,I don't know,Somewhat difficult,No,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,29,Male,United States of America,Never,,No,No,I don't know,I don't know,,Maybe,No
1,,,,,,,,,,I know some,Yes,1-25%,Maybe,,0,Not applicable to me,Sometimes,37,Female,Canada,Always,,,,,,1.0,"Yes, I think it would",Yes
1,,,,,,,,,,I know some,Yes,51-75%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Dissociative Disorder|Autism",1,Sometimes,Often,49,Female,United States of America,Always,,,,,,0.0,"Yes, I think it would",Yes
0,More than 1000,0.0,I don't know,Yes,Somewhat easy,Maybe,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,39,Male,United States of America,Sometimes,1.0,No,Yes,I don't know,Yes,,"Yes, I think it would",No
1,,,,,,,,,,"No, I don't know any",Not applicable to me,,No,,0,Not applicable to me,Not applicable to me,42,Male,China,Sometimes,,,,,,0.0,Maybe,No
0,500-1000,1.0,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,28,Male,United States of America,Sometimes,,Yes,No,Yes,No,,"Yes, I think it would",I don't know
1,,,,,,,,,,I know some,Yes,26-50%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder",1,Sometimes,Often,33,Male,United States of America,Always,,,,,,0.0,"Yes, it has",I don't know
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,No,,1,Sometimes,Sometimes,30,Female,United Kingdom,Sometimes,,,,,,0.0,"Yes, I think it would",Yes
0,26-100,1.0,Yes,No,Neither easy nor difficult,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder",1,Never,Not applicable to me,70,Male,United States of America,Always,,Yes,No,Yes,I don't know,,"No, I don't think it would",I don't know
0,6-25,1.0,No,No,Neither easy nor difficult,Maybe,No,No,Maybe,,,,Maybe,,1,Sometimes,Sometimes,25,Male,Germany,Sometimes,,,No,I don't know,Yes,,"Yes, I think it would",Yes
0,26-100,1.0,I don't know,I don't know,Neither easy nor difficult,No,Maybe,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Often,45,Male,United Kingdom,Sometimes,,I am not sure,I don't know,I don't know,Yes,,"No, I don't think it would",No
0,More than 1000,0.0,Yes,Yes,Neither easy nor difficult,No,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Rarely,63,Female,United States of America,Never,1.0,Yes,I don't know,Yes,I don't know,,"No, I don't think it would",I don't know
0,26-100,1.0,Yes,Yes,Somewhat difficult,No,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Sometimes,40,Male,United States of America,Always,,Yes,Yes,Yes,I don't know,,"No, it has not",Yes
0,26-100,1.0,Yes,I don't know,Very easy,Maybe,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,39,Male,United States of America,Sometimes,,Yes,No,I don't know,Yes,,"Yes, it has",Yes
0,6-25,1.0,Yes,No,Somewhat easy,No,No,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)|Attention Deficit Hyperactivity Disorder|Personality Disorder (Borderline, Antisocial, Paranoid, etc)",1,Sometimes,Often,31,Other,United States of America,Always,,No,No,I don't know,Yes,,Maybe,Yes
0,26-100,1.0,No,No,Very difficult,Yes,Yes,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Substance Use Disorder",0,Never,Sometimes,34,Male,United States of America,Never,,,No,I don't know,No,,"Yes, it has",I don't know
1,,,,,,,,,,I know some,Yes,76-100%,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,44,Male,United Kingdom,Sometimes,,,,,,1.0,"Yes, I think it would",Yes
0,500-1000,1.0,Not eligible for coverage,No,Somewhat easy,Maybe,Maybe,Maybe,Yes,,,,Maybe,,0,Sometimes,Sometimes,45,Male,Ireland,Always,,No,Yes,I don't know,I don't know,,Maybe,No
0,100-500,0.0,Yes,No,Very easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,43,Male,United States of America,Sometimes,1.0,Yes,No,Yes,Yes,,"No, I don't think it would",Yes
0,26-100,1.0,Yes,No,Somewhat easy,Maybe,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,29,Male,United States of America,Always,,Yes,No,Yes,Yes,,Maybe,Yes
0,100-500,1.0,Yes,No,Somewhat easy,Maybe,Maybe,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder|Stress Response Syndromes",1,Never,Often,27,Other,United States of America,Always,,Yes,No,Yes,I don't know,,"Yes, it has",Yes
0,100-500,1.0,Yes,Yes,Somewhat difficult,Maybe,Maybe,Maybe,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,37,Male,United States of America,Always,,Yes,I don't know,Yes,Yes,,Maybe,Yes
0,100-500,1.0,Yes,No,I don't know,Yes,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,Sometimes,Often,41,Other,United States of America,Always,,Yes,No,I don't know,No,,Maybe,Yes
0,26-100,1.0,Yes,No,Neither easy nor difficult,No,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,30,Female,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,Maybe,Yes
0,26-100,1.0,Yes,No,Somewhat difficult,Maybe,No,No,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Sometimes,28,Male,United States of America,Sometimes,,I am not sure,No,I don't know,I don't know,,Maybe,Yes
0,More than 1000,1.0,I don't know,I don't know,I don't know,Maybe,No,Maybe,No,,,,No,,0,Not applicable to me,Not applicable to me,28,Male,United States of America,Sometimes,,I am not sure,No,I don't know,No,,"Yes, I think it would",No
1,,,,,,,,,,"Yes, I know several",Unsure,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Often,39,Male,Switzerland,Sometimes,,,,,,1.0,Maybe,Yes
0,6-25,1.0,Not eligible for coverage,No,Very difficult,Maybe,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Not applicable to me,Sometimes,22,Male,United Kingdom,Sometimes,,,No,I don't know,I don't know,,Maybe,Yes
0,26-100,1.0,Yes,I don't know,Very easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,31,Male,United States of America,Sometimes,,No,No,I don't know,Yes,,Maybe,I don't know
0,26-100,1.0,No,No,Somewhat difficult,Maybe,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,29,Male,United Kingdom,Never,,,No,No,No,,Maybe,I don't know
0,100-500,1.0,No,No,Somewhat easy,Maybe,Maybe,No,No,,,,Maybe,,0,Not applicable to me,Sometimes,33,Male,Israel,Never,,No,No,I don't know,No,,"Yes, I think it would",No
0,100-500,1.0,I don't know,No,Very easy,Maybe,No,Maybe,Maybe,,,,No,,1,Sometimes,Rarely,37,Male,Germany,Sometimes,,No,No,I don't know,I don't know,,"Yes, I think it would",No
0,100-500,1.0,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,,,,Maybe,,0,Not applicable to me,Not applicable to me,42,Male,United States of America,Always,,I am not sure,No,I don't know,Yes,,Maybe,No
0,6-25,1.0,I don't know,No,Somewhat easy,Yes,Yes,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Often,Often,31,Male,United Kingdom,Never,,No,No,Yes,No,,"Yes, I think it would",Yes
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Addictive Disorder|Intimate Disorder",1,Rarely,Sometimes,34,Male,United States of America,Always,,,,,,1.0,"Yes, it has",Yes
1,,,,,,,,,,I know some,Yes,76-100%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Dissociative Disorder|Autism",1,Sometimes,Often,49,Female,United States of America,Always,,,,,,1.0,"Yes, it has",I don't know
0,26-100,1.0,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,,,,Maybe,,0,Not applicable to me,Sometimes,29,Male,Canada,Never,,Yes,Yes,I don't know,Yes,,"Yes, I think it would",Yes
0,More than 1000,1.0,Yes,No,Very easy,No,No,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Sometimes,Often,40,Other,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,"No, I don't think it would",No
0,26-100,1.0,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)",1,Sometimes,Sometimes,46,Female,Netherlands,Sometimes,,No,No,Yes,Yes,,Maybe,Yes
1,,,,,,,,,,I know some,Yes,1-25%,No,,1,Rarely,Often,31,Female,United States of America,Always,,,,,,1.0,Maybe,Yes
0,100-500,0.0,Yes,I don't know,Very easy,No,No,Maybe,Yes,,,,Maybe,,0,Sometimes,Sometimes,43,Male,Denmark,Sometimes,1.0,No,Yes,Yes,Yes,,Maybe,No
